iter	MultiClass
631	0.2272498271
632	0.2266565806
633	0.2259951334
634	0.2254714709
635	0.2249966215
636	0.2243505157
637	0.2239764244
638	0.2235922733
639	0.223357901
640	0.2227353415
641	0.222555535
642	0.2223887656
643	0.2219372353
644	0.2216006095
645	0.221344859
646	0.2209286569
647	0.2207376625
648	0.2203096551
649	0.2199559653
650	0.2194362717
651	0.2187530478
652	0.2184113448
653	0.2180460957
654	0.2177887549
655	0.2174252495
656	0.2168664796
657	0.2166095783
658	0.2162623391
659	0.2156630862
660	0.2152981387
661	0.2149817973
662	0.2143612908
663	0.2136811065
664	0.2132958528
665	0.2130499527
666	0.2126312719
667	0.2122884735
668	0.2118582007
669	0.2114482909
670	0.2107671382
671	0.210525518
672	0.2102278368
673	0.2096353999
674	0.2092652822
675	0.208795147
676	0.208376975
677	0.2082181931
678	0.2079876177
679	0.2073773269
680	0.2068791481
681	0.2066048586
682	0.2062173816
683	0.2059494479
684	0.2056160918
685	0.2054534269
686	0.2050339335
687	0.2047854332
688	0.2045098264
689	0.2041344485
690	0.2037337235
691	0.2034747534
692	0.2031113237
693	0.202864191
694	0.202602597
695	0.2024203275
696	0.2021923745
697	0.2018255956
698	0.2016545187
699	0.2013574776
700	0.201000747
701	0.2005209931
702	0.2003274652
703	0.1997812189
704	0.1996630922
705	0.1993904104
706	0.1990883544
707	0.1988167631
708	0.1983320539
709	0.198098736
710	0.1977327227
711	0.1973088356
712	0.19690566
713	0.1967289298
714	0.196446636
715	0.1960975619
716	0.1957554181
717	0.1955047628
718	0.1951609938
719	0.1949367957
720	0.1947176018
721	0.1941928397
722	0.194117649
723	0.1939599453
724	0.1935935131
725	0.1932546438
726	0.1929504132
727	0.1926281554
728	0.1924121697
729	0.1920577277
730	0.1917161716
731	0.1914156305
732	0.1910452677
733	0.1905090156
734	0.1899010481
735	0.1894183274
736	0.1891215428
737	0.1889037048
738	0.1886139776
739	0.1883966876
740	0.1881192668
741	0.1880175023
742	0.1877212609
743	0.1873126311
744	0.1870588271
745	0.1864653486
746	0.1860753678
747	0.1856997232
748	0.1854794036
749	0.185115588
750	0.1848377807
751	0.1846292343
752	0.1844439954
753	0.1840814492
754	0.1836950128
755	0.183414986
756	0.1831452785
757	0.1826055183
758	0.1821952721
759	0.1817890901
760	0.1814408053
761	0.1812883535
762	0.1808842415
763	0.1804602664
764	0.1802093105
765	0.1799365521
766	0.179675422
767	0.1794763932
768	0.1791783859
769	0.1789919945
770	0.1787199936
771	0.1783891427
772	0.1780338962
773	0.1777414853
774	0.1775834442
775	0.1773724621
776	0.1771525376
777	0.1768972509
778	0.176646985
779	0.1764282349
780	0.1761057854
781	0.1757651889
782	0.1755139043
783	0.175361042
784	0.1751093076
785	0.1747992553
786	0.1745894903
787	0.1742679282
788	0.1740318713
789	0.1737618937
790	0.1736167374
791	0.1731395197
792	0.172827571
793	0.1725305097
794	0.1723936684
795	0.1721478029
796	0.1719124385
797	0.1717162147
798	0.1713414002
799	0.1711700165
800	0.1708773333
801	0.1706643153
802	0.170367311
803	0.1700915376
804	0.1699545979
805	0.1697822639
806	0.1696220137
807	0.1694233338
808	0.1691929911
809	0.1688387126
810	0.1686323646
811	0.1684641527
812	0.1681769473
813	0.167964984
814	0.1676506918
815	0.1673981893
816	0.167223837
817	0.1670142592
818	0.1668104755
819	0.1665608236
820	0.1663985896
821	0.1660936182
822	0.1659003713
823	0.165782604
824	0.1654667033
825	0.1652967432
826	0.164958146
827	0.1647473244
828	0.1645193038
829	0.1644029795
830	0.1642197796
831	0.1640947739
832	0.1638150314
833	0.1633383923
834	0.1632039364
835	0.1629649545
836	0.1627198537
837	0.1624966434
838	0.162287499
839	0.1620280095
840	0.1617864347
841	0.1614682004
842	0.1612708098
843	0.1610224853
844	0.160848526
845	0.1606062333
846	0.1603886522
847	0.1601297003
848	0.1599515713
849	0.1597607717
850	0.1596336244
851	0.1595257091
852	0.1592655414
853	0.15905189
854	0.1589013636
855	0.1585818982
856	0.1584134796
857	0.1581459106
858	0.1579975014
859	0.1576728029
860	0.1574283617
861	0.1571606519
862	0.1568508578
863	0.1567456524
864	0.1563907028
865	0.1562075421
866	0.1560862369
867	0.155932192
868	0.1555920563
869	0.1553989288
870	0.1550623153
871	0.1547573497
872	0.1546503078
873	0.1544444788
874	0.1542566213
875	0.1540955883
876	0.1538391157
877	0.15357126
878	0.1532750054
879	0.1531683551
880	0.1529131958
881	0.1525778303
882	0.1524069413
883	0.1522743555
884	0.1520866404
885	0.1518590216
886	0.1517641922
887	0.1515666884
888	0.1513203859
889	0.1511124771
890	0.1508183273
891	0.1507036135
892	0.1504712009
893	0.1502480106
894	0.1501011208
895	0.1498684219
896	0.1497245643
897	0.1495638807
898	0.1493086232
899	0.1491314149
900	0.1489860426
901	0.1486785999
902	0.1485440885
903	0.1484136077
904	0.1481916717
905	0.1480698402
906	0.1477694462
907	0.1475109156
908	0.1473077767
909	0.1471638953
910	0.1469370376
911	0.146841078
912	0.1465827058
913	0.1464868314
914	0.1461549725
915	0.1459804727
916	0.1458023089
917	0.1456373991
918	0.1453770737
919	0.1452013546
920	0.1449679321
921	0.1447345713
922	0.1446030632
923	0.1444121439
924	0.1442630225
925	0.1440636609
926	0.1437316675
927	0.143362387
928	0.1430171239
929	0.1428333667
930	0.1425865314
931	0.1424721172
932	0.1423069593
933	0.1421316254
934	0.1419710363
935	0.1417606219
936	0.1415436435
937	0.1413526415
938	0.1412026934
939	0.1411466103
940	0.1409851618
941	0.1407615096
942	0.1406504502
943	0.1405418486
944	0.1404178305
945	0.1402883929
946	0.1402141699
947	0.1400278733
948	0.139936164
949	0.1398128434
950	0.1395658212
951	0.1394259757
952	0.1391850205
953	0.1390445871
954	0.1388021505
955	0.1385199371
956	0.1381820631
957	0.1379551185
958	0.1377216974
959	0.1375138425
960	0.1373767882
961	0.1372552269
962	0.1369485903
963	0.1368009398
964	0.1365653917
965	0.1364003212
966	0.1363351691
967	0.1361001115
968	0.1359642747
969	0.1358085146
970	0.1356702174
971	0.1354673891
972	0.1352071419
973	0.135032242
974	0.1347885212
975	0.1346412454
976	0.1345276747
977	0.1343488799
978	0.1342679697
979	0.1340103486
980	0.1338790113
981	0.1336963313
982	0.1334757126
983	0.1333858559
984	0.1331526071
985	0.1329711556
986	0.1328255705
987	0.1326185052
988	0.1324503694
989	0.1322725779
990	0.1319580864
991	0.1318242537
992	0.1317010696
993	0.1315239133
994	0.1313362941
995	0.1312118786
996	0.1309004275
997	0.1306825544
998	0.1304666982
999	0.1303559562
