iter	Passed	Remaining
400	23080	34477
401	23134	34413
402	23178	34336
403	23222	34259
404	23270	34187
405	23324	34125
406	23377	34061
407	23431	33998
408	23485	33935
409	23539	33873
410	23593	33811
411	23647	33749
412	23701	33687
413	23754	33623
414	23809	33562
415	23864	33501
416	23917	33439
417	23973	33379
418	24027	33317
419	24082	33256
420	24136	33194
421	24188	33129
422	24238	33063
423	24292	33001
424	24357	32954
425	24445	32938
426	24504	32883
427	24555	32816
428	24633	32786
429	24685	32722
430	24734	32653
431	24784	32587
432	24839	32526
433	24894	32466
434	24947	32403
435	25001	32341
436	25076	32307
437	25134	32250
438	25189	32189
439	25245	32130
440	25306	32078
441	25357	32012
442	25405	31943
443	25458	31880
444	25513	31820
445	25593	31790
446	25651	31733
447	25706	31674
448	25761	31613
449	25815	31552
450	25875	31497
451	25920	31425
452	25974	31364
453	26047	31326
454	26100	31263
455	26154	31201
456	26208	31140
457	26262	31078
458	26308	31008
459	26355	30939
460	26408	30877
461	26475	30830
462	26530	30770
463	26591	30717
464	26666	30680
465	26720	30619
466	26773	30557
467	26831	30500
468	26906	30463
469	26968	30411
470	27021	30349
471	27077	30289
472	27142	30241
473	27202	30186
474	27265	30135
475	27332	30089
476	27386	30027
477	27440	29966
478	27513	29925
479	27567	29864
480	27625	29808
481	27681	29749
482	27736	29688
483	27790	29628
484	27854	29577
485	27910	29518
486	27965	29458
487	28021	29399
488	28076	29340
489	28131	29279
490	28185	29219
491	28240	29159
492	28294	29098
493	28348	29037
494	28395	28968
495	28444	28903
496	28499	28843
497	28553	28783
498	28608	28722
499	28662	28662
500	28717	28602
501	28772	28543
502	28828	28484
503	28882	28424
504	28935	28362
505	29004	28316
506	29053	28251
507	29104	28187
508	29158	28127
509	29223	28077
510	29275	28015
511	29352	27976
512	29404	27914
513	29448	27844
514	29494	27776
515	29544	27712
516	29600	27654
517	29653	27592
518	29735	27558
519	29809	27516
520	29862	27454
521	29916	27394
522	29971	27335
523	30034	27283
524	30088	27222
525	30142	27162
526	30196	27102
527	30251	27043
528	30305	26982
529	30380	26941
530	30434	26880
531	30478	26811
532	30523	26744
533	30570	26678
534	30624	26617
535	30679	26558
536	30733	26498
537	30783	26435
538	30838	26376
539	30896	26319
540	30950	26259
541	31006	26201
542	31061	26141
543	31115	26082
544	31180	26031
545	31235	25972
546	31289	25912
547	31343	25852
548	31397	25792
549	31452	25733
550	31506	25673
551	31561	25614
552	31617	25556
553	31670	25496
554	31724	25436
555	31779	25377
556	31833	25317
557	31886	25258
558	31942	25199
559	31996	25140
560	32051	25081
561	32105	25021
562	32158	24961
563	32212	24901
564	32268	24843
565	32322	24784
566	32378	24726
567	32434	24668
568	32488	24609
569	32554	24558
570	32616	24505
571	32675	24449
572	32741	24398
573	32796	24340
574	32850	24280
575	32902	24219
576	32957	24161
577	33012	24102
578	33066	24043
579	33120	23984
580	33175	23924
581	33230	23866
582	33284	23806
583	33338	23747
584	33419	23707
585	33475	23649
586	33529	23590
587	33581	23529
588	33631	23468
589	33685	23408
590	33739	23349
591	33794	23290
592	33850	23232
593	33904	23173
594	33957	23113
595	34012	23055
596	34068	22997
597	34146	22954
598	34221	22909
599	34277	22851
600	34331	22792
601	34411	22750
602	34473	22696
603	34545	22649
604	34600	22590
605	34652	22529
606	34708	22472
607	34785	22427
608	34838	22367
609	34897	22311
610	34953	22253
611	35007	22194
612	35062	22135
613	35118	22077
614	35173	22018
615	35228	21960
616	35282	21901
617	35361	21857
618	35415	21798
619	35469	21739
620	35525	21681
621	35579	21622
622	35633	21563
623	35703	21513
624	35757	21454
625	35810	21395
626	35864	21335
627	35919	21276
628	35974	21218
629	36033	21162
630	36087	21103
631	36142	21044
632	36201	20988
633	36255	20929
634	36306	20868
635	36364	20812
636	36426	20757
637	36488	20703
638	36541	20643
639	36626	20602
640	36678	20542
641	36729	20481
642	36793	20427
643	36847	20369
644	36896	20307
645	36948	20247
646	37015	20195
647	37069	20136
648	37124	20078
649	37178	20019
650	37232	19960
651	37296	19906
652	37367	19856
653	37422	19798
654	37475	19738
655	37529	19680
656	37583	19621
657	37637	19562
658	37701	19508
659	37790	19467
660	37841	19407
661	37894	19348
662	37950	19289
663	38020	19239
664	38079	19182
665	38146	19130
666	38202	19072
667	38286	19028
668	38341	18970
669	38394	18910
670	38447	18851
671	38525	18803
672	38580	18745
673	38634	18686
674	38688	18627
675	38743	18569
676	38797	18510
677	38850	18450
678	38901	18390
679	38955	18332
680	39030	18282
681	39085	18224
682	39135	18164
683	39203	18111
684	39259	18053
685	39312	17994
686	39365	17934
687	39416	17874
688	39470	17816
689	39525	17757
690	39580	17699
691	39635	17641
692	39701	17587
693	39757	17529
694	39811	17471
695	39865	17412
696	39930	17358
697	39984	17300
698	40039	17241
699	40094	17183
700	40149	17125
701	40205	17067
702	40260	17009
703	40314	16950
704	40369	16892
705	40423	16833
706	40479	16775
707	40534	16717
708	40593	16661
709	40648	16603
710	40703	16544
711	40758	16486
712	40812	16428
713	40868	16370
714	40923	16312
715	40975	16252
716	41029	16194
717	41083	16135
718	41139	16077
719	41194	16020
720	41247	15961
721	41305	15904
722	41360	15846
723	41414	15787
724	41465	15728
725	41519	15669
726	41574	15611
727	41628	15553
728	41682	15495
729	41737	15436
730	41787	15377
731	41847	15321
732	41901	15263
733	41957	15205
734	42011	15146
735	42065	15088
736	42132	15035
737	42185	14976
738	42240	14918
739	42295	14860
740	42349	14802
741	42404	14744
742	42458	14686
743	42511	14627
744	42567	14569
745	42625	14513
746	42679	14454
747	42726	14394
748	42780	14336
749	42833	14277
750	42887	14219
751	42941	14161
752	42994	14103
753	43046	14044
754	43099	13985
755	43153	13927
756	43226	13875
757	43297	13823
758	43351	13765
759	43406	13707
760	43454	13647
761	43500	13586
762	43577	13535
763	43633	13478
764	43685	13419
765	43741	13362
766	43795	13304
767	43851	13246
768	43906	13189
769	43962	13131
770	44018	13074
771	44071	13015
772	44120	12956
773	44174	12898
774	44229	12840
775	44285	12783
776	44364	12732
777	44418	12674
778	44472	12616
779	44528	12559
780	44584	12502
781	44639	12444
782	44693	12386
783	44747	12328
784	44799	12270
785	44854	12212
786	44909	12154
787	44964	12097
788	45019	12039
789	45073	11981
790	45125	11923
791	45179	11865
792	45241	11809
793	45295	11751
794	45349	11693
795	45410	11637
796	45472	11581
797	45527	11524
798	45604	11472
799	45658	11414
800	45711	11356
801	45765	11298
802	45831	11243
803	45885	11185
804	45938	11127
805	45991	11069
806	46047	11012
807	46101	10954
808	46168	10900
809	46223	10842
810	46279	10785
811	46351	10731
812	46406	10673
813	46476	10619
814	46531	10562
815	46584	10504
816	46635	10445
817	46690	10388
818	46745	10330
819	46802	10273
820	46856	10215
821	46941	10164
822	47001	10108
823	47057	10051
824	47110	9993
825	47164	9935
826	47220	9877
827	47274	9820
828	47330	9762
829	47384	9705
830	47439	9647
831	47495	9590
832	47548	9532
833	47603	9474
834	47657	9417
835	47712	9359
836	47771	9303
837	47825	9245
838	47878	9187
839	47933	9130
840	47989	9072
841	48045	9015
842	48100	8958
843	48155	8900
844	48213	8843
845	48266	8786
846	48322	8728
847	48394	8674
848	48451	8617
849	48505	8559
850	48559	8502
851	48616	8445
852	48669	8387
853	48722	8329
854	48777	8272
855	48832	8214
856	48887	8157
857	48942	8100
858	48996	8042
859	49051	7985
860	49124	7930
861	49190	7875
862	49238	7816
863	49294	7759
864	49348	7701
865	49416	7646
866	49470	7588
867	49523	7531
868	49574	7473
869	49630	7416
870	49684	7358
871	49738	7301
872	49794	7243
873	49848	7186
874	49903	7129
875	49958	7071
876	50014	7014
877	50068	6957
878	50123	6899
879	50177	6842
880	50232	6785
881	50287	6727
882	50340	6670
883	50395	6613
884	50448	6555
885	50526	6501
886	50599	6446
887	50653	6388
888	50709	6331
889	50763	6274
890	50817	6216
891	50871	6159
892	50926	6102
893	50978	6044
894	51034	5987
895	51089	5929
896	51143	5872
897	51202	5815
898	51257	5758
899	51319	5702
900	51389	5646
901	51440	5588
902	51495	5531
903	51551	5474
904	51606	5417
905	51661	5360
906	51714	5302
907	51769	5245
908	51827	5188
909	51880	5131
910	51934	5073
911	51990	5016
912	52048	4959
913	52145	4906
914	52200	4849
915	52254	4791
916	52309	4734
917	52363	4677
918	52418	4620
919	52468	4562
920	52522	4505
921	52585	4448
922	52640	4391
923	52694	4334
924	52749	4277
925	52803	4219
926	52879	4164
927	52933	4106
928	52987	4049
929	53041	3992
930	53096	3935
931	53148	3877
932	53201	3820
933	53257	3763
934	53334	3707
935	53412	3652
936	53489	3596
937	53542	3539
938	53597	3481
939	53652	3424
940	53706	3367
941	53760	3310
942	53814	3252
943	53870	3195
944	53924	3138
945	53975	3081
946	54028	3023
947	54082	2966
948	54138	2909
949	54202	2852
950	54256	2795
951	54321	2738
952	54374	2681
953	54430	2624
954	54508	2568
955	54560	2511
956	54614	2453
957	54669	2396
958	54723	2339
959	54777	2282
960	54833	2225
961	54884	2168
962	54938	2110
963	54988	2053
964	55044	1996
965	55098	1939
966	55154	1882
967	55228	1825
968	55309	1769
969	55363	1712
970	55419	1655
971	55474	1598
972	55527	1540
973	55603	1484
974	55658	1427
975	55712	1369
976	55768	1312
977	55830	1255
978	55886	1198
979	55940	1141
980	55994	1084
981	56050	1027
982	56104	970
983	56158	913
984	56210	856
985	56267	798
986	56322	741
987	56369	684
988	56415	627
989	56469	570
990	56523	513
991	56579	456
992	56633	399
993	56684	342
994	56739	285
995	56794	228
996	56848	171
997	56901	114
998	56957	57
999	57011	0
