iter	Passed	Remaining
433	2488	3245
434	2495	3241
435	2500	3234
436	2504	3227
437	2508	3218
438	2512	3210
439	2517	3204
440	2521	3196
441	2525	3188
442	2529	3180
443	2533	3172
444	2537	3164
445	2541	3156
446	2545	3148
447	2549	3140
448	2552	3132
449	2557	3125
450	2561	3118
451	2565	3110
452	2570	3103
453	2574	3095
454	2579	3089
455	2583	3082
456	2588	3075
457	2591	3067
458	2595	3059
459	2598	3050
460	2601	3041
461	2605	3033
462	2608	3025
463	2612	3017
464	2616	3010
465	2620	3002
466	2624	2994
467	2627	2987
468	2631	2979
469	2635	2971
470	2639	2964
471	2643	2956
472	2646	2949
473	2650	2941
474	2654	2933
475	2658	2926
476	2662	2918
477	2665	2911
478	2669	2903
479	2673	2895
480	2676	2888
481	2680	2881
482	2684	2873
483	2688	2866
484	2692	2858
485	2703	2859
486	2707	2851
487	2710	2844
488	2714	2836
489	2718	2829
490	2722	2822
491	2727	2816
492	2733	2810
493	2736	2803
494	2743	2798
495	2751	2795
496	2760	2794
497	2766	2788
498	2770	2781
499	2775	2775
500	2779	2768
501	2783	2761
502	2786	2753
503	2793	2748
504	2801	2745
505	2808	2741
506	2815	2737
507	2822	2733
508	2828	2728
509	2833	2722
510	2839	2717
511	2844	2711
512	2849	2705
513	2856	2701
514	2864	2697
515	2870	2692
516	2875	2686
517	2879	2679
518	2883	2672
519	2887	2665
520	2891	2657
521	2894	2650
522	2899	2644
523	2903	2637
524	2913	2636
525	2918	2629
526	2922	2622
527	2926	2616
528	2930	2609
529	2934	2602
530	2938	2595
531	2942	2588
532	2952	2586
533	2960	2583
534	2968	2580
535	2976	2576
536	2981	2571
537	2986	2564
538	2993	2559
539	3001	2556
540	3008	2552
541	3016	2548
542	3021	2542
543	3026	2536
544	3033	2532
545	3041	2528
546	3049	2525
547	3055	2519
548	3060	2514
549	3064	2507
550	3068	2500
551	3072	2493
552	3075	2486
553	3081	2480
554	3089	2477
555	3095	2471
556	3101	2466
557	3105	2460
558	3110	2454
559	3117	2449
560	3122	2443
561	3126	2436
562	3131	2430
563	3138	2425
564	3142	2419
565	3146	2412
566	3149	2405
567	3152	2397
568	3155	2390
569	3158	2382
570	3162	2375
571	3166	2369
572	3169	2362
573	3173	2355
574	3177	2348
575	3181	2341
576	3184	2334
577	3188	2328
578	3192	2321
579	3196	2314
580	3200	2308
581	3204	2301
582	3208	2294
583	3211	2287
584	3218	2283
585	3222	2276
586	3225	2269
587	3229	2263
588	3233	2256
589	3237	2249
590	3240	2242
591	3245	2236
592	3249	2230
593	3253	2223
594	3257	2217
595	3261	2210
596	3265	2204
597	3269	2197
598	3275	2192
599	3281	2187
600	3286	2181
601	3292	2176
602	3299	2172
603	3310	2170
604	3318	2166
605	3323	2160
606	3331	2156
607	3338	2152
608	3346	2148
609	3353	2144
610	3362	2140
611	3370	2136
612	3376	2131
613	3382	2126
614	3386	2119
615	3390	2113
616	3393	2106
617	3397	2100
618	3401	2093
619	3405	2087
620	3409	2080
621	3414	2074
622	3418	2068
623	3422	2061
624	3425	2055
625	3429	2049
626	3433	2042
627	3437	2036
628	3441	2029
629	3445	2023
630	3450	2017
631	3454	2011
632	3458	2005
633	3464	1999
634	3470	1994
635	3477	1990
636	3486	1986
637	3491	1981
638	3496	1975
639	3502	1970
640	3510	1966
641	3518	1962
642	3527	1958
643	3534	1953
644	3542	1949
645	3549	1945
646	3558	1941
647	3565	1936
648	3571	1931
649	3576	1925
650	3580	1919
651	3584	1913
652	3588	1906
653	3592	1900
654	3596	1894
655	3600	1888
656	3604	1881
657	3608	1875
658	3613	1869
659	3619	1864
660	3625	1859
661	3633	1855
662	3639	1849
663	3644	1844
664	3648	1838
665	3652	1831
666	3656	1825
667	3660	1819
668	3665	1813
669	3669	1807
670	3673	1801
671	3678	1795
672	3682	1789
673	3686	1783
674	3692	1777
675	3695	1771
676	3701	1765
677	3709	1761
678	3717	1757
679	3723	1752
680	3731	1748
681	3737	1742
682	3742	1737
683	3746	1730
684	3750	1724
685	3756	1719
686	3759	1712
687	3764	1707
688	3769	1701
689	3773	1695
690	3779	1689
691	3787	1685
692	3794	1680
693	3801	1676
694	3809	1671
695	3816	1667
696	3823	1662
697	3828	1656
698	3832	1650
699	3836	1644
700	3840	1638
701	3844	1632
702	3848	1626
703	3852	1619
704	3859	1614
705	3863	1608
706	3867	1602
707	3871	1596
708	3875	1590
709	3878	1584
710	3883	1578
711	3887	1572
712	3891	1566
713	3895	1560
714	3899	1554
715	3902	1548
716	3906	1541
717	3910	1535
718	3914	1529
719	3917	1523
720	3921	1517
721	3925	1511
722	3929	1505
723	3933	1499
724	3936	1493
725	3940	1487
726	3944	1481
727	3948	1475
728	3952	1469
729	3956	1463
730	3960	1457
731	3965	1451
732	3969	1445
733	3972	1439
734	3977	1433
735	3980	1427
736	3984	1421
737	3988	1416
738	3992	1410
739	3996	1404
740	4000	1398
741	4004	1392
742	4009	1386
743	4014	1381
744	4018	1375
745	4023	1369
746	4027	1363
747	4031	1358
748	4035	1352
749	4039	1346
750	4047	1341
751	4054	1337
752	4062	1332
753	4069	1327
754	4077	1323
755	4084	1318
756	4092	1313
757	4100	1309
758	4107	1304
759	4115	1299
760	4123	1295
761	4130	1290
762	4138	1285
763	4146	1280
764	4153	1276
765	4162	1271
766	4170	1266
767	4174	1261
768	4177	1254
769	4180	1248
770	4184	1242
771	4188	1236
772	4191	1230
773	4195	1225
774	4199	1219
775	4205	1214
776	4209	1208
777	4213	1202
778	4217	1196
779	4221	1190
780	4229	1185
781	4237	1181
782	4245	1176
783	4253	1171
784	4261	1167
785	4269	1162
786	4277	1157
787	4285	1153
788	4293	1148
789	4300	1143
790	4308	1138
791	4316	1133
792	4324	1128
793	4331	1123
794	4338	1118
795	4346	1113
796	4353	1108
797	4359	1103
798	4365	1098
799	4370	1092
800	4375	1086
801	4383	1082
802	4390	1077
803	4405	1074
804	4414	1069
805	4422	1064
806	4430	1059
807	4437	1054
808	4444	1049
809	4452	1044
810	4460	1039
811	4468	1034
812	4474	1029
813	4479	1023
814	4484	1017
815	4488	1012
816	4491	1006
817	4495	1000
818	4500	994
819	4504	988
820	4508	983
821	4515	977
822	4522	972
823	4529	967
824	4537	962
825	4545	957
826	4552	952
827	4561	947
828	4569	942
829	4578	937
830	4586	932
831	4592	927
832	4598	921
833	4601	915
834	4607	910
835	4611	904
836	4615	898
837	4619	893
838	4623	887
839	4627	881
840	4631	875
841	4637	870
842	4642	864
843	4645	858
844	4649	852
845	4653	847
846	4658	841
847	4663	835
848	4668	830
849	4672	824
850	4676	818
851	4681	813
852	4685	807
853	4689	801
854	4693	795
855	4701	790
856	4708	785
857	4716	780
858	4723	775
859	4731	770
860	4739	765
861	4745	759
862	4751	754
863	4762	749
864	4766	743
865	4772	738
866	4777	732
867	4781	727
868	4788	721
869	4796	716
870	4803	711
871	4808	705
872	4813	700
873	4818	694
874	4826	689
875	4833	684
876	4850	680
877	4856	674
878	4864	669
879	4872	664
880	4879	659
881	4885	653
882	4893	648
883	4897	642
884	4902	637
885	4906	631
886	4913	625
887	4921	620
888	4927	615
889	4931	609
890	4935	603
891	4940	598
892	4949	593
893	4956	587
894	4965	582
895	4973	577
896	4981	572
897	4987	566
898	4991	560
899	4995	555
900	4999	549
901	5003	543
902	5007	537
903	5011	532
904	5014	526
905	5021	520
906	5028	515
907	5033	509
908	5038	504
909	5044	498
910	5051	493
911	5059	488
912	5067	482
913	5074	477
914	5081	472
915	5088	466
916	5094	461
917	5101	455
918	5108	450
919	5116	444
920	5124	439
921	5129	433
922	5133	428
923	5140	422
924	5145	417
925	5149	411
926	5152	405
927	5156	400
928	5162	394
929	5170	389
930	5176	383
931	5182	378
932	5187	372
933	5191	366
934	5195	361
935	5198	355
936	5202	349
937	5205	344
938	5208	338
939	5211	332
940	5214	326
941	5218	321
942	5221	315
943	5225	309
944	5228	304
945	5233	298
946	5236	293
947	5240	287
948	5242	281
949	5247	276
950	5252	270
951	5258	265
952	5265	259
953	5273	254
954	5278	248
955	5284	243
956	5288	237
957	5296	232
958	5305	226
959	5322	221
960	5328	216
961	5333	210
962	5339	205
963	5344	199
964	5351	194
965	5357	188
966	5363	183
967	5369	177
968	5376	172
969	5382	166
970	5390	161
971	5397	155
972	5403	149
973	5410	144
974	5414	138
975	5419	133
976	5422	127
977	5426	122
978	5429	116
979	5433	110
980	5437	105
981	5441	99
982	5448	94
983	5456	88
984	5464	83
985	5472	77
986	5478	72
987	5481	66
988	5486	61
989	5495	55
990	5503	49
991	5510	44
992	5518	38
993	5526	33
994	5533	27
995	5542	22
996	5549	16
997	5557	11
998	5565	5
999	5573	0
