iter	Logloss
138	0.4149539742
139	0.4147355603
140	0.4143085439
141	0.414123207
142	0.4137799663
143	0.4135248
144	0.4132827923
145	0.4128618138
146	0.4124905494
147	0.4123608661
148	0.4121558405
149	0.4118792462
150	0.4115786973
151	0.4112861551
152	0.4109953193
153	0.410662809
154	0.4103682323
155	0.4101666194
156	0.4099310762
157	0.4098846107
158	0.4095573507
159	0.4092556533
160	0.4089946788
161	0.4087572323
162	0.4084256736
163	0.4082112958
164	0.4079865158
165	0.4077113654
166	0.4074657153
167	0.4071796376
168	0.4071694979
169	0.4069040606
170	0.4065883513
171	0.4062827818
172	0.4059997887
173	0.4057916457
174	0.4055488176
175	0.4053179997
176	0.4051737467
177	0.4044925813
178	0.4041817286
179	0.4038362893
180	0.4035675049
181	0.4033327492
182	0.4031292003
183	0.4028177241
184	0.402609417
185	0.4023668515
186	0.4021683888
187	0.402032602
188	0.4017257855
189	0.4015416955
190	0.4013311571
191	0.401013282
192	0.4007317328
193	0.4005457396
194	0.4004131358
195	0.4001357212
196	0.4000054144
197	0.3997130035
198	0.3995066653
199	0.3992119902
200	0.3988974294
201	0.3987193774
202	0.3984783542
203	0.3981126355
204	0.3979642478
205	0.3976761356
206	0.3975007088
207	0.3973081855
208	0.3970018284
209	0.3967406242
210	0.3965083953
211	0.3963174143
212	0.3961696502
213	0.395825425
214	0.39549869
215	0.3952138593
216	0.3950484081
217	0.39495108
218	0.3947817238
219	0.3943703272
220	0.3942065495
221	0.3939042614
222	0.3936277984
223	0.3933900238
224	0.3931876562
225	0.3930557087
226	0.3928908481
227	0.3927156838
228	0.3926486436
229	0.3925205026
230	0.3923041887
231	0.3921384094
232	0.3919550086
233	0.3918130198
234	0.391527664
235	0.3909961331
236	0.3908251362
237	0.3907374228
238	0.3905083113
239	0.3902909474
240	0.3900282337
241	0.3897738549
242	0.3894989342
243	0.3894063314
244	0.3891942178
245	0.3890635829
246	0.3888132075
247	0.388671875
248	0.3885169901
249	0.3876948531
250	0.3875376055
251	0.3874115318
252	0.387139466
253	0.3869355232
254	0.386759637
255	0.3865841445
256	0.3862636115
257	0.3861250683
258	0.3858124107
259	0.3855995752
260	0.3854607039
261	0.3852660805
262	0.3851214665
263	0.3849791168
264	0.3846936298
265	0.3844117524
266	0.3842951949
267	0.3841266591
268	0.3839383033
269	0.3837685862
270	0.3836161296
271	0.3834896949
272	0.3833334974
273	0.3831525905
274	0.3829595422
275	0.3827793573
276	0.3826248989
277	0.3824265347
278	0.3822430354
279	0.3819524621
280	0.3817570184
281	0.3816093199
282	0.3813161214
283	0.3811730169
284	0.3810372958
285	0.3808576686
286	0.3806947113
287	0.3805182672
288	0.3802850539
289	0.3801553049
290	0.379935644
291	0.3797537855
292	0.3797455162
293	0.3795515819
294	0.3794019145
295	0.3792982204
296	0.3791925246
297	0.3790467621
298	0.3787151706
299	0.3787051621
300	0.3785544119
301	0.3783626105
302	0.3782077912
303	0.3781593897
304	0.3779035014
305	0.3777703726
306	0.377609417
307	0.3773680984
308	0.3772303427
309	0.3771247782
310	0.3770284673
311	0.3768837221
312	0.3766372517
313	0.3765582997
314	0.3763256114
315	0.3761374197
316	0.3761230469
317	0.3759914603
318	0.375879661
319	0.3758457307
320	0.375616652
321	0.3755608015
322	0.3753260459
323	0.3751692249
324	0.3749704669
325	0.3748140725
326	0.3746224352
327	0.3743956535
328	0.3742928126
329	0.3740653746
330	0.3736066921
331	0.373407934
332	0.3732906547
333	0.373142989
334	0.3727237168
335	0.3725310951
336	0.372445449
337	0.3722788821
338	0.3722178469
339	0.372115531
340	0.371941548
341	0.3716315813
342	0.3714398128
343	0.3712439752
344	0.3710239862
345	0.3708608648
346	0.3706508842
347	0.3704678115
348	0.3702840826
349	0.3700805336
350	0.3698997908
351	0.369599931
352	0.3694439632
353	0.3692624328
354	0.3691376061
355	0.3689582415
356	0.3688567787
357	0.3686416134
358	0.3683495634
359	0.3682164346
360	0.3679219236
361	0.3676937965
362	0.3674834221
363	0.3673801873
364	0.3671563918
365	0.367025724
366	0.3668189264
367	0.3666601037
368	0.3665074174
369	0.3663124987
370	0.3661939395
371	0.3660145093
372	0.3658776724
373	0.3656258532
374	0.3654411398
375	0.3650879891
376	0.3649379607
377	0.3647208593
378	0.364456669
379	0.3643135973
380	0.3640768728
381	0.3638907156
382	0.3637394403
383	0.3635437668
384	0.363271865
385	0.3631514683
386	0.362973285
387	0.3628457018
388	0.3626394949
389	0.3624398508
390	0.3622179585
391	0.3620836812
392	0.3619532103
393	0.3618129935
394	0.3616041286
395	0.3614850772
396	0.3610694147
397	0.360833609
398	0.3607379872
399	0.3605712891
400	0.360471467
401	0.3602861302
402	0.3601475869
403	0.3600409395
404	0.3598188503
405	0.3595170216
406	0.3593728014
407	0.3591878255
408	0.3590649677
409	0.3589553669
410	0.3583839991
411	0.358186127
412	0.3578192926
413	0.357660634
414	0.3574185607
415	0.3572294502
416	0.357106297
417	0.3567576419
418	0.3565828713
419	0.3564714986
420	0.3560651882
421	0.3558294481
422	0.3556697394
423	0.3554548366
424	0.3553240048
425	0.3550604379
426	0.3549006308
427	0.354783253
428	0.3545303837
429	0.3543367776
430	0.3541738202
431	0.3540551298
432	0.353919179
433	0.3538126299
434	0.3536582044
435	0.3535364951
436	0.3533162435
437	0.3531390446
438	0.352997745
439	0.3528336064
440	0.352649779
441	0.3522700156
442	0.3520694199
443	0.35190853
444	0.3517245057
445	0.3516493602
446	0.3515121296
447	0.3513986567
448	0.351292403
449	0.3511173371
450	0.3510211904
451	0.3508509482
452	0.3506558326
453	0.3504146125
454	0.3501373947
455	0.3499680386
456	0.3497451946
457	0.3496038621
458	0.3494109123
459	0.3492165842
460	0.3490427653
461	0.3488836473
462	0.3487351941
463	0.3485796528
464	0.34845732
465	0.3483143796
466	0.3481629731
467	0.3480056927
468	0.3477413383
469	0.34755377
470	0.3472550259
471	0.3469738376
472	0.3468890446
473	0.3466382755
474	0.3465020293
475	0.3463245023
476	0.3460876465
477	0.3459604243
478	0.3458573536
479	0.3456695557
480	0.3453844296
481	0.3451773038
482	0.3450388262
483	0.3448628743
484	0.3447383758
485	0.3446092175
486	0.3444549232
487	0.3443296371
488	0.3440992786
489	0.3439208656
490	0.3437157416
491	0.343567157
492	0.3434566047
493	0.3433289559
494	0.3431006647
495	0.3429048928
496	0.3426610803
497	0.3424615019
498	0.342345732
499	0.3421132734
500	0.3418911185
501	0.3417345929
502	0.3412899222
503	0.3411514446
504	0.3409150483
505	0.3407480548
506	0.3405530704
507	0.3404250278
508	0.3402611517
509	0.3400712208
510	0.339919158
511	0.3397685389
512	0.339630127
513	0.339411877
514	0.3392048497
515	0.3389949347
516	0.3388182281
517	0.3387010144
518	0.3385819958
519	0.3383772655
520	0.3382516184
521	0.3381088749
522	0.3378941033
523	0.3376811366
524	0.3375372774
525	0.337353089
526	0.337194693
527	0.3370575279
528	0.3368341261
529	0.3367062148
530	0.3366080335
531	0.3364134101
532	0.3362912086
533	0.3360557638
534	0.3359471147
535	0.3357930829
536	0.3356398059
537	0.3354550597
538	0.335297484
539	0.3351277013
540	0.334976951
541	0.3348256757
542	0.3346606839
543	0.3344014158
544	0.3342673681
545	0.3341260028
546	0.3339797153
547	0.3338847171
548	0.3337021694
549	0.3335383918
550	0.3334004064
551	0.3332234701
552	0.3331010716
553	0.332977098
554	0.3327714817
555	0.3326311009
556	0.3324330648
557	0.3322900588
558	0.3321711715
559	0.3318211053
560	0.3316883702
561	0.3315472675
562	0.3313117243
563	0.3311367896
564	0.3309799358
565	0.3308793591
566	0.3307568622
567	0.3306078183
568	0.3304528677
569	0.3302901729
570	0.3301860194
571	0.3300671649
572	0.3299121488
573	0.3297698646
574	0.3296544229
575	0.3294999974
576	0.3292952343
577	0.3291329004
578	0.329071209
579	0.328821654
580	0.3286760228
581	0.3285668158
582	0.3284242035
583	0.3283201812
584	0.3281754689
585	0.328041815
586	0.3279194493
587	0.3277885519
588	0.3276678598
589	0.327609942
590	0.3275274461
591	0.3273900186
592	0.3272767098
593	0.3271937873
594	0.3270618398
595	0.326847462
596	0.326729231
597	0.3266336421
598	0.3265301776
599	0.3264199534
600	0.3263287288
601	0.3262307444
602	0.3259976295
603	0.3259169384
604	0.3258493075
605	0.3255927958
606	0.3255200458
607	0.325357712
608	0.3252287178
609	0.3251137682
610	0.324967251
611	0.3248398648
612	0.3246730025
613	0.3245753134
614	0.3244596092
615	0.3243348481
616	0.3242210798
617	0.3241129557
618	0.324020156
619	0.323930605
620	0.3237861879
621	0.3236604424
622	0.3234590264
623	0.3233723958
624	0.3232973488
625	0.3231599213
626	0.3230391964
627	0.3229171589
628	0.3228014546
629	0.3226058468
630	0.3224738665
631	0.3223409673
632	0.3222225722
633	0.3219489641
634	0.321861021
635	0.3217301564
636	0.321646676
637	0.3214745306
638	0.3213707709
639	0.3212353122
640	0.3211339151
641	0.3208475749
642	0.3206662414
643	0.320583483
644	0.3204438897
645	0.3202952395
646	0.3201675579
647	0.3200266192
648	0.3199643043
649	0.3198425293
650	0.31965798
651	0.3195518576
652	0.319451773
653	0.3192455005
654	0.3190949799
655	0.3189872824
656	0.3188357446
657	0.3186923776
658	0.3185222667
659	0.3184627082
660	0.3184060374
661	0.3182540073
662	0.3181089012
663	0.3180273569
664	0.3179165092
665	0.3177012454
666	0.317549445
667	0.3174469322
668	0.3173477665
669	0.3172673379
670	0.3171300088
671	0.3169531381
672	0.3168763848
673	0.3167769894
674	0.3166857648
675	0.3164912398
676	0.316306067
677	0.3162052606
678	0.3160925424
679	0.3160215316
680	0.3158846619
681	0.3156876759
682	0.3155786002
683	0.3153851581
684	0.3152347688
685	0.3151561778
686	0.3150079871
687	0.3149352699
688	0.3147898356
689	0.3147358556
690	0.3146740985
691	0.3145278438
692	0.3144396382
693	0.314340374
694	0.3142594532
695	0.3141189083
696	0.3139507335
697	0.3138627903
698	0.3137751425
699	0.3136847383
700	0.3134792533
701	0.3132878129
702	0.3131088421
703	0.3129055885
704	0.3127762005
705	0.3126411684
706	0.3125311082
707	0.3124317128
708	0.312347609
709	0.3122562532
710	0.3120545746
711	0.311965122
712	0.3118918798
713	0.3117474956
714	0.3116793069
715	0.3115890339
716	0.3115213702
717	0.3114428448
718	0.3113079112
719	0.3110474617
720	0.3109615531
721	0.310864586
722	0.3107291929
723	0.3105733236
724	0.3104297925
725	0.3103398805
726	0.3102191884
727	0.3100331624
728	0.3099659253
729	0.3097982099
730	0.3095703125
731	0.3094731157
732	0.3093391008
733	0.3092380975
734	0.3091668898
735	0.3091098252
736	0.3090255901
737	0.308924193
738	0.3088096044
739	0.308681004
740	0.3085562429
741	0.3084817866
742	0.3083335302
743	0.3081439275
744	0.3080126691
745	0.3077777822
746	0.3076719879
747	0.3075808289
748	0.3075173327
749	0.307399036
750	0.3073203466
751	0.3071669384
752	0.3070318735
753	0.3069074733
754	0.3068069294
755	0.3066467285
756	0.3065074305
757	0.3063849336
758	0.306245931
759	0.3061043032
760	0.3060481246
761	0.3058781778
762	0.3057079356
763	0.3056163501
764	0.3054703251
765	0.3054256972
766	0.3053212156
767	0.3051736155
768	0.3051048033
769	0.3049301968
770	0.304797232
771	0.3047173613
772	0.3046270555
773	0.3044567149
774	0.3043446531
775	0.3042783019
776	0.3041579052
777	0.3039633146
778	0.3038398989
779	0.3037648191
780	0.3036162017
781	0.3035119826
782	0.3033873855
783	0.3032613447
784	0.3031551238
785	0.3030284266
786	0.3028452227
787	0.3027261713
788	0.3026436098
789	0.302582509
790	0.3024362872
791	0.3023412889
792	0.3018450665
793	0.3017202398
794	0.3016637659
795	0.3015460271
796	0.3014866326
797	0.3014076151
798	0.3013122887
799	0.3011956984
800	0.3011183872
801	0.3010041268
802	0.3008667648
803	0.3007576891
804	0.3006493353
805	0.3005052136
806	0.3004403063
807	0.3003542992
808	0.3003097042
809	0.3001808084
810	0.3000308457
811	0.2999073316
812	0.299779814
813	0.2996767106
814	0.2995616626
815	0.2994331278
816	0.2993197533
817	0.299201752
818	0.2991406841
819	0.2990764003
820	0.2989498344
821	0.2988666493
822	0.2987861551
823	0.2986715009
824	0.2985488071
825	0.2984464256
826	0.2983887047
827	0.2982680454
828	0.2982029412
829	0.2981361963
830	0.2980814616
831	0.2979961764
832	0.2979032127
833	0.2978328254
834	0.2977590253
835	0.2975994479
836	0.2975375268
837	0.2974260556
838	0.2972476426
839	0.2971939251
840	0.2970265706
841	0.2969739688
842	0.2968732608
843	0.2967647101
844	0.2966472667
845	0.2965377315
846	0.2963894752
847	0.296297824
848	0.2961833667
849	0.2960671702
850	0.2959496939
851	0.2958956811
852	0.2957812237
853	0.2956348378
854	0.2955756731
855	0.2954777543
856	0.2954093031
857	0.2953495477
858	0.2951835058
859	0.295082765
860	0.2949687014
861	0.2948294363
862	0.2946737966
863	0.2945854597
864	0.2944815687
865	0.2942783807
866	0.294185056
867	0.2941070228
868	0.2937016313
869	0.2936482747
870	0.2934676632
871	0.2933937647
872	0.2933329592
873	0.2932587654
874	0.293148049
875	0.2929385606
876	0.2928450718
877	0.292779541
878	0.2926536314
879	0.2925761889
880	0.2924647834
881	0.2924138551
882	0.2923501948
883	0.2922839749
884	0.2921615765
885	0.2919873638
886	0.2918171544
887	0.2916936075
888	0.2915826613
889	0.2915107317
890	0.2913299561
891	0.2912214382
892	0.2910742319
893	0.2910070276
894	0.2908999207
895	0.2908392137
896	0.2907273816
897	0.2906362226
898	0.2905489686
899	0.2904424852
900	0.2903064687
901	0.2901493524
902	0.2900931081
903	0.2899696268
904	0.2899092479
905	0.2898394841
906	0.2896868306
907	0.2896125383
908	0.2895541283
909	0.2894844958
910	0.2893773889
911	0.2892920709
912	0.2892459992
913	0.2891904113
914	0.2890830419
915	0.2890358217
916	0.2888956049
917	0.2887848229
918	0.2886248189
919	0.2885303784
920	0.2884034188
921	0.2882453508
922	0.2882054483
923	0.2881400816
924	0.288070449
925	0.2879806683
926	0.2878512803
927	0.2877893591
928	0.2876162293
929	0.287409563
930	0.2873187978
931	0.2871382847
932	0.287027076
933	0.2869027415
934	0.2868301556
935	0.2867783085
936	0.2867246238
937	0.2866758285
938	0.2865792879
939	0.2864501953
940	0.2863295688
941	0.2862301078
942	0.2861128612
943	0.2860765355
944	0.2859488867
945	0.2858664892
946	0.2857793336
947	0.285724402
948	0.2856242846
949	0.2855468422
950	0.2854911886
951	0.2854174542
952	0.2853227513
953	0.2852314611
954	0.2851377754
955	0.2850850423
956	0.2850409395
957	0.2848455942
958	0.2847756663
959	0.2847074775
960	0.2845846197
961	0.2844603508
962	0.2843285345
963	0.2842575237
964	0.2841473979
965	0.2840112502
966	0.2838752336
967	0.2837701285
968	0.2836636779
969	0.2835626418
970	0.2833511517
971	0.2832540533
972	0.2831552813
973	0.2830813828
974	0.2830332766
975	0.2829384096
976	0.2827682003
977	0.2827294791
978	0.2826662453
979	0.282599041
980	0.2825175624
981	0.2824031379
982	0.2822878602
983	0.2821437384
984	0.2820327267
985	0.2819501651
986	0.2818644206
987	0.2817791026
988	0.2816479098
989	0.2815362089
990	0.2814507597
991	0.28133814
992	0.2811667165
993	0.2810079267
994	0.2809462024
995	0.2808437553
996	0.2807062293
997	0.2806417158
998	0.2805624029
999	0.2805098011
